Evaluation_Name,Question_ID,Question,Response_ID,Answer,Comments,Clinician_AD_ID
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11705,4,,jdarcy
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11706,4,,mkazemi
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11707,3,,jdarcy
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11708,3,,mkazemi
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11709,5,,ptavares
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11710,4,,kolesen
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11713,5,,cdegraauw
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11714,4,,msuri
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11715,5,,alee1
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11718,5,,sgregory
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11719,3,,kchiu
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11721,2,,ohuska
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11722,5,,cchung
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11723,4,,aromanelli
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11724,5,,cchung
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11725,5,,cchung
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11726,5,,cchung
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11727,3,,mkazemi
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11728,4,,rgringmuth
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11731,5,,jgoldin
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11732,5,,ebjeoun
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11732,4,,ebjeoun
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11732,5,,ebjeoun
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11733,4,,dyedon
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11734,1,,kchiu
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11737,5,,cdegraauw
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11738,5,,gengel
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11739,4,,cdegraauw
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11740,1,,msuri
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11741,4,,cdegraauw
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11742,4,,gharris
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11743,4,,gharris
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11744,3,,gharris
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11745,4,,gharris
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11746,4,,gengel
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11747,5,,gengel
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11748,3,,gharris
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11749,3,,rgringmuth
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11750,4,,gharris
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11751,5,,gengel
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11752,4,,mkazemi
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11753,5,,gengel
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11754,5,,gengel
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11755,5,,gharris
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11756,5,,gengel
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11757,4,,cdegraauw
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11758,,,msuri
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11758,2,,msuri
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11759,5,,dmyrtos
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11760,5,,nmoser
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11761,3,,kchiu
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11762,2,,kchiu
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11763,3,,cchung
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11764,5,,dlee
Cleveland Set 5 - 2016-2017,10573,"<span style=""font-size: small;""><span style=""font-family: Arial;"">Adjusted his/her teaching to my level of training or professional interests.</span></span>",11767,4,,apulinec
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11589,-1,,sinjeyan
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11591,5,,apulinec
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11592,5,,pwelsh
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11593,5,,jbonar
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11596,4,,nmoser
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11606,4,,lwiltshire
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11609,4,,ohuska
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11610,5,,jpajaczkowski
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11611,5,,mbarrigar
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11612,5,,gengel
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11614,5,,jbonar
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11615,4,,mbarrigar
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11616,4,,gengel
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11619,4,,ldegraauw
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11620,4,,nmoser
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11620,4,,nmoser
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11620,4,,nmoser
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11620,4,,nmoser
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11621,5,,jkissel
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11624,5,,gengel
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11624,4,,gengel
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11625,5,,kchiu
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11626,4,,ohuska
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11627,3,,nmoser
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11627,4,,nmoser
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11632,4,,jbonar
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11633,5,,nmoser
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11634,5,,ttuff
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11635,5,,jbonar
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11636,5,,jbonar
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11637,5,,nmoser
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11637,5,,nmoser
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11637,5,,nmoser
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11639,5,,ldegraauw
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11640,5,,ldegraauw
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11641,5,,jpajaczkowski
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11642,5,,sgregory
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11642,5,,sgregory
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11645,5,,jpajaczkowski
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11646,4,,ldegraauw
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11647,3,,ldegraauw
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11648,4,,jpajaczkowski
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11653,5,,nmoser
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11654,5,,showitt
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11658,5,,gengel
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11659,5,,mbarrigar
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11667,5,,showitt
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11668,4,,kolesen
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11669,-1,,kolesen
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11670,4,,ptavares
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11671,4,,isteiman
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11672,5,,isteiman
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11673,3,,isteiman
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11674,5,,isteiman
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11675,5,,nlishchyna
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11676,4,,nmoser
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11677,4,,aromanelli
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11681,5,,bmuir
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11682,4,,nmoser
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11682,4,,nmoser
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11683,5,,ldegraauw
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11684,5,,alee1
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11685,5,,ttuff
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11686,5,,cchung
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11690,4,,alee1
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11691,5,,alee1
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11697,5,,nmoser
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11698,5,,ptavares
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11699,4,,nlishchyna
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11700,4,,alee1
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11701,5,,sinjeyan
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11702,5,,lwiltshire
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11703,5,,sinjeyan
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11704,5,,lwiltshire
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11705,4,,jdarcy
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11706,4,,mkazemi
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11707,3,,jdarcy
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11708,3,,mkazemi
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11709,5,,ptavares
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11710,-1,,kolesen
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11713,4,,cdegraauw
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11714,4,,msuri
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11715,5,,alee1
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11718,5,,sgregory
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11719,3,,kchiu
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11721,0,,ohuska
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11722,5,,cchung
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11723,4,,aromanelli
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11724,4,,cchung
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11725,4,,cchung
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11726,5,,cchung
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11727,4,,mkazemi
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11728,4,,rgringmuth
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11731,5,,jgoldin
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11732,5,,ebjeoun
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11732,5,,ebjeoun
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11732,5,,ebjeoun
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11733,5,,dyedon
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11734,0,,kchiu
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11737,5,,cdegraauw
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11738,5,,gengel
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11739,5,,cdegraauw
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11740,5,,msuri
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11741,4,,cdegraauw
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11742,4,,gharris
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11743,5,,gharris
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11744,4,,gharris
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11745,5,,gharris
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11746,4,,gengel
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11747,5,,gengel
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11748,4,,gharris
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11749,4,,rgringmuth
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11750,4,,gharris
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11751,-1,,gengel
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11752,4,,mkazemi
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11753,-1,,gengel
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11754,5,,gengel
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11755,4,,gharris
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11756,-1,,gengel
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11757,4,,cdegraauw
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11758,,,msuri
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11758,-1,,msuri
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11759,5,,dmyrtos
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11760,-1,,nmoser
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11761,5,,kchiu
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11762,4,,kchiu
Cleveland Set 5 - 2016-2017,10574,"<span style=""font-size: small;""><font face=""Arial"">Practice cost-effective health care</font></span>",11763,5,,cchung
